id,category,question,option_a,option_b,option_c,option_d,correct_letter,correct_answer,explanation_id
2629,Reading,PASSAGE: Studies on sleep patterns reveal that adults require at least seven hours of sleep to maintain optimal cognitive function. Chronic sleep deprivation has been linked to reduced productivity and weakened emotional regulation. QUESTION: The passage suggests that insufficient sleep primarily affects ___.,productivity and emotional stability,physical strength only,dietary preferences,social skills exclusively,A,productivity and emotional stability,Dijelaskan bahwa kurang tidur menurunkan produktivitas dan regulasi emosi.
2630,Grammar_Conditionals,"If the policy ___ earlier, the environmental impact could have been reduced.",had been implemented,was implemented,is implementing,implements,A,had been implemented,Third conditional: If + had been + past participle.
2631,Grammar_Conditionals,"If the sensors ___ calibrated properly, the measurements would have been more accurate.",had been,were,are,be,A,had been,Third conditional: If + had been + past participle.
2632,Grammar_Tense,The results of the five-year study ___ that early intervention is essential.,suggest,suggests,is suggesting,has suggested,A,suggest,'Results' jamak → gunakan 'suggest'.
2633,Grammar_Conditionals,"If consumers ___ more mindful of their choices, industries would adopt greener practices.",were,are,had been,would be,A,were,Second conditional: If + past simple ('were') untuk situasi hipotetis.
2634,Grammar_Conditionals,Students ___ wear their ID cards at all times while on campus.,must,might,could,would,A,must,Aturan wajib → gunakan modal 'must'.
2635,Grammar_Conditionals,"Had the team ___ more time, they would have expanded the experiment.",had,have,having,has,A,had,Bentuk inversi third conditional: 'Had' + subject + past participle ('had').
2636,Grammar_Tense,"While the committee ___ the revised proposal, several members raised methodological concerns.",was reviewing,reviewed,has reviewed,reviews,A,was reviewing,Sedang terjadi di masa lampau ketika aksi lain terjadi → gunakan past continuous 'was reviewing'.
2637,Grammar_Tense,"While the committee ___ the revised proposal, several members raised methodological concerns.",was reviewing,reviewed,has reviewed,reviews,A,was reviewing,Sedang terjadi di masa lampau ketika aksi lain terjadi → gunakan past continuous 'was reviewing'.
2638,Grammar_Conditionals,"If consumers ___ more mindful of their choices, industries would adopt greener practices.",were,are,had been,would be,A,were,Second conditional: If + past simple ('were') untuk situasi hipotetis.
2639,Grammar_Conditionals,"If consumers ___ more mindful of their choices, industries would adopt greener practices.",were,are,had been,would be,A,were,Second conditional: If + past simple ('were') untuk situasi hipotetis.
2640,Conversation,A: I can't find my notes for tomorrow's exam. B: You really ___ organize your files better.,should,might,mustn't,are,A,should,'Should' dipakai untuk memberi saran yang kuat namun tidak memaksa.
2641,Grammar_Conditionals,"If consumers ___ more mindful of their choices, industries would adopt greener practices.",were,are,had been,would be,A,were,Second conditional: If + past simple ('were') untuk situasi hipotetis.
2642,Grammar_Conditionals,"Had the team ___ more time, they would have expanded the experiment.",had,have,having,has,A,had,Bentuk inversi third conditional: 'Had' + subject + past participle ('had').
2643,Grammar_Tense,The results of the five-year study ___ that early intervention is essential.,suggest,suggests,is suggesting,has suggested,A,suggest,'Results' jamak → gunakan 'suggest'.
2644,Grammar_Conditionals,"If the policy ___ earlier, the environmental impact could have been reduced.",had been implemented,was implemented,is implementing,implements,A,had been implemented,Third conditional: If + had been + past participle.
2645,Grammar_Conditionals,"If consumers ___ more mindful of their choices, industries would adopt greener practices.",were,are,had been,would be,A,were,Second conditional: If + past simple ('were') untuk situasi hipotetis.
2646,Reading,PASSAGE: Marine biologists have raised concerns about declining coral populations. They argue that rising sea temperatures and pollution are the major contributors to widespread coral bleaching. QUESTION: The passage suggests that coral bleaching is mainly caused by ___.,pollution and higher temperatures,tourist activity,lack of marine plants,overfishing alone,A,pollution and higher temperatures,Disebutkan dua faktor utama: polusi dan kenaikan suhu laut.
2647,Grammar_Conditionals,"Had the team ___ more time, they would have expanded the experiment.",had,have,having,has,A,had,Bentuk inversi third conditional: 'Had' + subject + past participle ('had').
2648,Grammar_Passive,"Because the research findings ___ inconsistent, the team decided to re-evaluate the methodology.",were,was,has been,is being,A,were,'Findings' jamak → gunakan 'were'.
2649,Grammar_Conditionals,"If the sensors ___ calibrated properly, the measurements would have been more accurate.",had been,were,are,be,A,had been,Third conditional: If + had been + past participle.
2650,Reading,PASSAGE: Studies on sleep patterns reveal that adults require at least seven hours of sleep to maintain optimal cognitive function. Chronic sleep deprivation has been linked to reduced productivity and weakened emotional regulation. QUESTION: The passage suggests that insufficient sleep primarily affects ___.,productivity and emotional stability,physical strength only,dietary preferences,social skills exclusively,A,productivity and emotional stability,Dijelaskan bahwa kurang tidur menurunkan produktivitas dan regulasi emosi.
2651,Grammar_Passive,The report concluded that the data ___ collected under controlled conditions.,were,was,is,has,A,were,'Data' dianggap jamak dalam konteks ilmiah → 'were collected'.
2652,Grammar_Tense,"As the population ___ rapidly, cities must adopt more sustainable planning strategies.",grows,grow,is grow,has grow,A,grows,Subjek tunggal 'population' → simple present 'grows'.
2653,Conversation,"A: Did you hear about Sarah? B: No, what happened? A: She ___ her phone again.",lost,lose,is losing,has lose,A,lost,Mengacu pada kejadian lampau → gunakan simple past 'lost'.
2654,Conversation,A: I’m thinking of dropping this course. B: You ___ talk to the lecturer before making a decision.,should,mustn't,might,were,A,should,Memberi saran → gunakan 'should'.
2655,Grammar_Tense,"As the population ___ rapidly, cities must adopt more sustainable planning strategies.",grows,grow,is grow,has grow,A,grows,Subjek tunggal 'population' → simple present 'grows'.
2656,Grammar_Tense,The results of the five-year study ___ that early intervention is essential.,suggest,suggests,is suggesting,has suggested,A,suggest,'Results' jamak → gunakan 'suggest'.
2657,Vocabulary,"The professor described the outcome as 'inevitable', which most closely means ___.",unavoidable,unnecessary,unexpected,unrealistic,A,unavoidable,'Inevitable' berarti tidak dapat dihindari.
2658,Grammar_Tense,The results of the five-year study ___ that early intervention is essential.,suggest,suggests,is suggesting,has suggested,A,suggest,'Results' jamak → gunakan 'suggest'.
2659,Vocabulary,"In the context of academic writing, the word 'mitigate' most nearly means ___.",reduce,predict,eliminate,worsen,A,reduce,'Mitigate' berarti mengurangi dampak atau keparahan sesuatu.
2660,Grammar_Tense,"By the time the conference started, the participants ___ all the required documents.",had submitted,submitted,have submitted,are submitting,A,had submitted,Aksi selesai sebelum peristiwa lampau lain → gunakan past perfect 'had submitted'.
2661,Grammar_Tense,The long-term findings clearly ___ that consistent reading habits improve cognitive development.,indicate,indicates,is indicating,has indicated,A,indicate,"Subjek 'findings' jamak, sehingga kata kerja jamak 'indicate'."
2662,Grammar_Conditionals,"If the policy ___ earlier, the environmental impact could have been reduced.",had been implemented,was implemented,is implementing,implements,A,had been implemented,Third conditional: If + had been + past participle.
2663,Grammar_Tense,"While the committee ___ the revised proposal, several members raised methodological concerns.",was reviewing,reviewed,has reviewed,reviews,A,was reviewing,Sedang terjadi di masa lampau ketika aksi lain terjadi → gunakan past continuous 'was reviewing'.
2664,Conversation,"A: Did you hear about Sarah? B: No, what happened? A: She ___ her phone again.",lost,lose,is losing,has lose,A,lost,Mengacu pada kejadian lampau → gunakan simple past 'lost'.
2665,Grammar_Passive,The new guidelines ___ published next month.,will be,are being,were being,has been,A,will be,Future passive: 'will be published'.
2666,Reading,PASSAGE: Studies on sleep patterns reveal that adults require at least seven hours of sleep to maintain optimal cognitive function. Chronic sleep deprivation has been linked to reduced productivity and weakened emotional regulation. QUESTION: The passage suggests that insufficient sleep primarily affects ___.,productivity and emotional stability,physical strength only,dietary preferences,social skills exclusively,A,productivity and emotional stability,Dijelaskan bahwa kurang tidur menurunkan produktivitas dan regulasi emosi.
2667,Grammar_Passive,"The museum, along with several cultural sites, ___ expected to reopen next year.",is,are,have,were,A,is,Subjek utama 'museum' tunggal → 'is expected'.
2668,Grammar_Passive,"Because the research findings ___ inconsistent, the team decided to re-evaluate the methodology.",were,was,has been,is being,A,were,'Findings' jamak → gunakan 'were'.
2669,Reading,"PASSAGE: Over the last decade, remote work has shifted from a rare arrangement to a common practice. Researchers suggest that flexible work setups can improve productivity and provide better work-life balance for many professionals. QUESTION: Remote work is considered beneficial mainly because it ___.",enhances productivity and balance,guarantees promotion,removes all workplace stress,eliminates the need for communication,A,enhances productivity and balance,Passage menyebutkan peningkatan produktivitas dan keseimbangan hidup.
