id,category,question,option_a,option_b,option_c,option_d,correct_letter,correct_answer,explanation_id
417,Grammar_Passive,The report concluded that the data ___ collected under controlled conditions.,were,was,is,has,A,were,'Data' dianggap jamak dalam konteks ilmiah → 'were collected'.
418,Grammar_Passive,The report concluded that the data ___ collected under controlled conditions.,were,was,is,has,A,were,'Data' dianggap jamak dalam konteks ilmiah → 'were collected'.
419,Grammar_Tense,The long-term findings clearly ___ that consistent reading habits improve cognitive development.,indicate,indicates,is indicating,has indicated,A,indicate,"Subjek 'findings' jamak, sehingga kata kerja jamak 'indicate'."
420,Grammar_Tense,The long-term findings clearly ___ that consistent reading habits improve cognitive development.,indicate,indicates,is indicating,has indicated,A,indicate,"Subjek 'findings' jamak, sehingga kata kerja jamak 'indicate'."
421,Grammar_Conditionals,Students ___ wear their ID cards at all times while on campus.,must,might,could,would,A,must,Aturan wajib → gunakan modal 'must'.
422,Grammar_Tense,"By the time the conference started, the participants ___ all the required documents.",had submitted,submitted,have submitted,are submitting,A,had submitted,Aksi selesai sebelum peristiwa lampau lain → gunakan past perfect 'had submitted'.
423,Grammar_Passive,The new guidelines ___ published next month.,will be,are being,were being,has been,A,will be,Future passive: 'will be published'.
424,Grammar_Tense,"By the time the conference started, the participants ___ all the required documents.",had submitted,submitted,have submitted,are submitting,A,had submitted,Aksi selesai sebelum peristiwa lampau lain → gunakan past perfect 'had submitted'.
425,Grammar_Passive,The report concluded that the data ___ collected under controlled conditions.,were,was,is,has,A,were,'Data' dianggap jamak dalam konteks ilmiah → 'were collected'.
426,Grammar_Tense,"While the committee ___ the revised proposal, several members raised methodological concerns.",was reviewing,reviewed,has reviewed,reviews,A,was reviewing,Sedang terjadi di masa lampau ketika aksi lain terjadi → gunakan past continuous 'was reviewing'.
427,Grammar_Conditionals,"If the sensors ___ calibrated properly, the measurements would have been more accurate.",had been,were,are,be,A,had been,Third conditional: If + had been + past participle.
428,Vocabulary,"In the sentence, the word 'alleviate' most nearly means ___.",ease,challenge,postpone,measure,A,ease,'Alleviate' berarti meringankan atau mengurangi beban/masalah.
429,Grammar_Tense,"While the committee ___ the revised proposal, several members raised methodological concerns.",was reviewing,reviewed,has reviewed,reviews,A,was reviewing,Sedang terjadi di masa lampau ketika aksi lain terjadi → gunakan past continuous 'was reviewing'.
430,Grammar_Conditionals,Students ___ wear their ID cards at all times while on campus.,must,might,could,would,A,must,Aturan wajib → gunakan modal 'must'.
431,Grammar_Conditionals,"If the sensors ___ calibrated properly, the measurements would have been more accurate.",had been,were,are,be,A,had been,Third conditional: If + had been + past participle.
432,Grammar_Conditionals,Students ___ wear their ID cards at all times while on campus.,must,might,could,would,A,must,Aturan wajib → gunakan modal 'must'.
433,Grammar_Conditionals,"Had the team ___ more time, they would have expanded the experiment.",had,have,having,has,A,had,Bentuk inversi third conditional: 'Had' + subject + past participle ('had').
434,Grammar_Tense,"By the time the conference started, the participants ___ all the required documents.",had submitted,submitted,have submitted,are submitting,A,had submitted,Aksi selesai sebelum peristiwa lampau lain → gunakan past perfect 'had submitted'.
435,Grammar_Tense,"By the time the conference started, the participants ___ all the required documents.",had submitted,submitted,have submitted,are submitting,A,had submitted,Aksi selesai sebelum peristiwa lampau lain → gunakan past perfect 'had submitted'.
436,Conversation,"A: Did you hear about Sarah? B: No, what happened? A: She ___ her phone again.",lost,lose,is losing,has lose,A,lost,Mengacu pada kejadian lampau → gunakan simple past 'lost'.
437,Grammar_Conditionals,Students ___ wear their ID cards at all times while on campus.,must,might,could,would,A,must,Aturan wajib → gunakan modal 'must'.
438,Grammar_Tense,"By the time the conference started, the participants ___ all the required documents.",had submitted,submitted,have submitted,are submitting,A,had submitted,Aksi selesai sebelum peristiwa lampau lain → gunakan past perfect 'had submitted'.
439,Grammar_Conditionals,"If the sensors ___ calibrated properly, the measurements would have been more accurate.",had been,were,are,be,A,had been,Third conditional: If + had been + past participle.
440,Vocabulary,"In the context of academic writing, the word 'mitigate' most nearly means ___.",reduce,predict,eliminate,worsen,A,reduce,'Mitigate' berarti mengurangi dampak atau keparahan sesuatu.
441,Grammar_Conditionals,"If consumers ___ more mindful of their choices, industries would adopt greener practices.",were,are,had been,would be,A,were,Second conditional: If + past simple ('were') untuk situasi hipotetis.
442,Grammar_Conditionals,"Had the team ___ more time, they would have expanded the experiment.",had,have,having,has,A,had,Bentuk inversi third conditional: 'Had' + subject + past participle ('had').
443,Grammar_Passive,The new guidelines ___ published next month.,will be,are being,were being,has been,A,will be,Future passive: 'will be published'.
444,Grammar_Tense,The results of the five-year study ___ that early intervention is essential.,suggest,suggests,is suggesting,has suggested,A,suggest,'Results' jamak → gunakan 'suggest'.
445,Grammar_Tense,"While the committee ___ the revised proposal, several members raised methodological concerns.",was reviewing,reviewed,has reviewed,reviews,A,was reviewing,Sedang terjadi di masa lampau ketika aksi lain terjadi → gunakan past continuous 'was reviewing'.
446,Vocabulary,The term 'feasible' in the report is closest in meaning to ___.,possible,dangerous,limited,unusual,A,possible,'Feasible' berarti dapat dilakukan atau mungkin terlaksana.
447,Grammar_Conditionals,Students ___ wear their ID cards at all times while on campus.,must,might,could,would,A,must,Aturan wajib → gunakan modal 'must'.
448,Conversation,"A: Did you hear about Sarah? B: No, what happened? A: She ___ her phone again.",lost,lose,is losing,has lose,A,lost,Mengacu pada kejadian lampau → gunakan simple past 'lost'.
449,Grammar_Tense,"As the population ___ rapidly, cities must adopt more sustainable planning strategies.",grows,grow,is grow,has grow,A,grows,Subjek tunggal 'population' → simple present 'grows'.
450,Grammar_Tense,"By the time the conference started, the participants ___ all the required documents.",had submitted,submitted,have submitted,are submitting,A,had submitted,Aksi selesai sebelum peristiwa lampau lain → gunakan past perfect 'had submitted'.
451,Grammar_Tense,The results of the five-year study ___ that early intervention is essential.,suggest,suggests,is suggesting,has suggested,A,suggest,'Results' jamak → gunakan 'suggest'.
452,Grammar_Conditionals,Students ___ wear their ID cards at all times while on campus.,must,might,could,would,A,must,Aturan wajib → gunakan modal 'must'.
453,Grammar_Tense,"As the population ___ rapidly, cities must adopt more sustainable planning strategies.",grows,grow,is grow,has grow,A,grows,Subjek tunggal 'population' → simple present 'grows'.
454,Conversation,"A: Did you hear about Sarah? B: No, what happened? A: She ___ her phone again.",lost,lose,is losing,has lose,A,lost,Mengacu pada kejadian lampau → gunakan simple past 'lost'.
455,Grammar_Conditionals,"If consumers ___ more mindful of their choices, industries would adopt greener practices.",were,are,had been,would be,A,were,Second conditional: If + past simple ('were') untuk situasi hipotetis.
456,Grammar_Conditionals,"If the sensors ___ calibrated properly, the measurements would have been more accurate.",had been,were,are,be,A,had been,Third conditional: If + had been + past participle.
457,Grammar_Passive,The report concluded that the data ___ collected under controlled conditions.,were,was,is,has,A,were,'Data' dianggap jamak dalam konteks ilmiah → 'were collected'.
458,Grammar_Tense,"As the population ___ rapidly, cities must adopt more sustainable planning strategies.",grows,grow,is grow,has grow,A,grows,Subjek tunggal 'population' → simple present 'grows'.
459,Grammar_Conditionals,Students ___ wear their ID cards at all times while on campus.,must,might,could,would,A,must,Aturan wajib → gunakan modal 'must'.
460,Grammar_Conditionals,"Had the team ___ more time, they would have expanded the experiment.",had,have,having,has,A,had,Bentuk inversi third conditional: 'Had' + subject + past participle ('had').
461,Grammar_Conditionals,"Had the team ___ more time, they would have expanded the experiment.",had,have,having,has,A,had,Bentuk inversi third conditional: 'Had' + subject + past participle ('had').
462,Grammar_Conditionals,"If the policy ___ earlier, the environmental impact could have been reduced.",had been implemented,was implemented,is implementing,implements,A,had been implemented,Third conditional: If + had been + past participle.
463,Grammar_Conditionals,"If the policy ___ earlier, the environmental impact could have been reduced.",had been implemented,was implemented,is implementing,implements,A,had been implemented,Third conditional: If + had been + past participle.
